Date,Type,Location,Region,Latitude,Longitude
5/9/2018,hoop,Watsonville,,36.90588555,-121.7415302
5/9/2018,hoop,Watsonville,,36.90567699,-121.7422057
5/9/2018,hoop,Watsonville,,36.90499956,-121.7387123
5/9/2018,hoop,Watsonville,,36.90493956,-121.7395827
5/9/2018,hoop,Watsonville,,36.90520291,-121.7397189
5/9/2018,hoop,Watsonville,,36.90504203,-121.7400027
5/9/2018,hoop,Watsonville,,36.90843222,-121.7428317
5/9/2018,hoop,Watsonville,,36.9084807,-121.7434168
5/9/2018,hoop,Watsonville,,36.90863658,-121.7439614
5/9/2018,hoop,Watsonville,,36.90847801,-121.7443702
5/9/2018,hoop,Watsonville,,36.90873499,-121.7447867
5/9/2018,hoop,Watsonville,,36.90806811,-121.7429328
5/9/2018,hoop,Watsonville,,36.90776917,-121.7434486
5/9/2018,hoop,Watsonville,,36.90805874,-121.7438483
5/9/2018,hoop,Watsonville,,36.90803056,-121.7444925
5/9/2018,hoop,Watsonville,,36.90801388,-121.7450036
5/9/2018,hoop,Watsonville,,36.90735436,-121.7428855
5/9/2018,hoop,Watsonville,,36.90711741,-121.7432934
5/9/2018,hoop,Watsonville,,36.90742077,-121.7437001
5/9/2018,hoop,Watsonville,,36.90713328,-121.7442132
5/9/2018,hoop,Watsonville,,36.90743054,-121.7446056
5/9/2018,hoop,Watsonville,,36.90667315,-121.7447073
5/9/2018,hoop,Watsonville,,36.90632314,-121.7449807
5/9/2018,hoop,Watsonville,,36.90670864,-121.7452703
5/9/2018,hoop,Watsonville,,36.90705032,-121.745657
5/9/2018,hoop,Watsonville,,36.90745593,-121.7457484
5/9/2018,hoop,Watsonville,,36.90783852,-121.7456354
5/9/2018,hoop,Watsonville,,36.90710721,-121.7460879
5/9/2018,hoop,Watsonville,,36.90193203,-121.7386457
5/9/2018,hoop,Watsonville,,36.90232473,-121.7421843
5/9/2018,hoop,Watsonville,,36.90208933,-121.7411352
5/9/2018,hoop,Watsonville,,36.90215815,-121.7398
5/9/2018,hoop,Watsonville,,36.90234456,-121.7408637
5/9/2018,hoop,Watsonville,,36.90277037,-121.7386989
5/9/2018,hoop,Watsonville,,36.90310972,-121.7395524
5/9/2018,hoop,Watsonville,,36.90275515,-121.7401669
5/9/2018,hoop,Watsonville,,36.90312252,-121.7407239
5/9/2018,hoop,Watsonville,,36.90299463,-121.7414879
5/9/2018,hoop,Watsonville,,36.90354735,-121.7387908
5/9/2018,hoop,Watsonville,,36.90394036,-121.7392774
5/9/2018,hoop,Watsonville,,36.90361781,-121.7400906
5/9/2018,hoop,Watsonville,,36.9039585,-121.7404275
5/9/2018,hoop,Watsonville,,36.90350832,-121.7414488
5/9/2018,hoop,Watsonville,,36.90201599,-121.7426883
5/9/2018,hoop,Watsonville,,36.90241419,-121.7434134
5/9/2018,hoop,Watsonville,,36.90207796,-121.7440954
5/9/2018,hoop,Watsonville,,36.90238305,-121.7446801
5/9/2018,hoop,Watsonville,,36.90216247,-121.7456935
5/9/2018,hoop,Watsonville,,36.90284083,-121.7428446
5/9/2018,hoop,Watsonville,,36.9032256,-121.7435859
5/9/2018,hoop,Watsonville,,36.90280669,-121.7439926
5/9/2018,hoop,Watsonville,,36.90331049,-121.7447509
5/9/2018,hoop,Watsonville,,36.90284317,-121.7454075
5/9/2018,hoop,Watsonville,,36.90359024,-121.7427881
5/9/2018,hoop,Watsonville,,36.90368503,-121.7436054
5/9/2018,hoop,Watsonville,,36.90409078,-121.7440572
5/9/2018,hoop,Watsonville,,36.90369871,-121.7447246
5/9/2018,hoop,Watsonville,,36.90391877,-121.745339
5/9/2018,hoop,Watsonville,,36.90363369,-121.7459713
5/9/2018,other,Watsonville,,36.92209392,-121.7346064
5/9/2018,other,Watsonville,,36.91970474,-121.7356812
5/9/2018,other,Watsonville,,36.92220553,-121.7384565
5/9/2018,other,Watsonville,,36.92301012,-121.7383749
5/9/2018,other,Watsonville,,36.92099992,-121.7360406
5/9/2018,other,Watsonville,,36.91672147,-121.7340099
5/9/2018,other,Watsonville,,36.91685501,-121.7332955
5/9/2018,other,Watsonville,,36.91709906,-121.7330475
5/9/2018,other,Watsonville,,36.91711707,-121.7333994
5/9/2018,other,Watsonville,,36.91738156,-121.7336662
5/9/2018,other,Watsonville,,36.91700883,-121.7339176
5/9/2018,other,Watsonville,,36.91747335,-121.7331598
5/9/2018,other,Watsonville,,36.91709591,-121.7323815
5/9/2018,other,Watsonville,,36.91654479,-121.733522
5/9/2018,other,Watsonville,,36.91629491,-121.7342233
5/9/2018,other,Watsonville,,36.91656407,-121.7344483
5/9/2018,other,Watsonville,,36.91783012,-121.7320388
5/9/2018,other,Watsonville,,36.91862817,-121.7319111
5/9/2018,other,Watsonville,,36.9183528,-121.7317052
5/9/2018,other,Watsonville,,36.91929786,-121.7321828
5/9/2018,other,Watsonville,,36.91729289,-121.7306869
5/9/2018,other,Watsonville,,36.91754773,-121.7304731
5/9/2018,other,Watsonville,,36.91779621,-121.7307951
5/9/2018,other,Watsonville,,36.91823547,-121.7308481
5/9/2018,other,Watsonville,,36.91859971,-121.7307656
5/9/2018,other,Watsonville,,36.91888801,-121.7308061
5/9/2018,other,Watsonville,,36.91907937,-121.7311218
5/9/2018,other,Watsonville,,36.91957655,-121.7311596
5/9/2018,other,Watsonville,,36.9163481,-121.7324201
5/9/2018,other,Watsonville,,36.91595323,-121.7322274
5/9/2018,other,Watsonville,,36.91548666,-121.7316593
5/9/2018,other,Watsonville,,36.91477337,-121.7309099
5/9/2018,other,Watsonville,,36.91439584,-121.7303547
5/9/2018,other,Watsonville,,36.91390238,-121.7303812
5/9/2018,other,Watsonville,,36.91402512,-121.7299281
5/9/2018,other,Watsonville,,36.90511905,-121.7787662
5/9/2018,other,Watsonville,,36.90548409,-121.7788665
5/9/2018,other,Watsonville,,36.90582272,-121.7795658
5/9/2018,other,Watsonville,,36.91449283,-121.7300096
5/9/2018,other,Watsonville,,36.91475023,-121.7298471
5/9/2018,other,Watsonville,,36.91495438,-121.7294804
5/9/2018,other,Watsonville,,36.91493926,-121.730245
5/9/2018,other,Watsonville,,36.90614004,-121.7792991
5/9/2018,other,Watsonville,,36.90647538,-121.7793835
5/9/2018,other,Watsonville,,36.90428818,-121.7782559
5/9/2018,other,Watsonville,,36.9068837,-121.7799341
5/9/2018,other,Watsonville,,36.90502564,-121.7770978
5/9/2018,other,Watsonville,,36.90829888,-121.7759857
5/9/2018,other,Watsonville,,36.90524234,-121.7796982
5/9/2018,other,Watsonville,,36.90571339,-121.7801097
5/9/2018,other,Watsonville,,36.90177911,-121.7744601
5/9/2018,other,Watsonville,,36.90146889,-121.7748334
5/9/2018,other,Watsonville,,36.90131135,-121.7742057
5/9/2018,other,Watsonville,,36.90280019,-121.773188
5/9/2018,other,Watsonville,,36.90126138,-121.7756314
5/9/2018,other,Watsonville,,36.90003071,-121.7761236
5/9/2018,other,Watsonville,,36.90076548,-121.7753778
5/9/2018,other,Watsonville,,36.90005421,-121.7770402
5/9/2018,other,Watsonville,,36.90427857,-121.7744948
5/9/2018,other,Watsonville,,36.9016009,-121.7736853
5/9/2018,other,Watsonville,,36.90332723,-121.7719754
5/9/2018,other,Watsonville,,36.90336645,-121.7723442
5/9/2018,other,Watsonville,,36.90234558,-121.7720948
5/9/2018,other,Watsonville,,36.90335846,-121.770476
5/9/2018,other,Watsonville,,36.90358775,-121.7708491
5/9/2018,other,Watsonville,,36.90372433,-121.7705272
5/9/2018,other,Watsonville,,36.90427103,-121.7706194
5/9/2018,other,Watsonville,,36.90498747,-121.7700502
5/9/2018,other,Watsonville,,36.9041436,-121.7677101
5/9/2018,other,Watsonville,,36.90323961,-121.7681723
5/9/2018,other,Watsonville,,36.90493418,-121.768895
5/9/2018,other,Watsonville,,36.90238087,-121.7677138
5/9/2018,other,Watsonville,,36.90398857,-121.7663346
5/9/2018,other,Watsonville,,36.90427543,-121.7657904
5/9/2018,other,Watsonville,,36.90267528,-121.7653937
5/9/2018,other,Watsonville,,36.90529236,-121.7641424
5/9/2018,other,Watsonville,,36.90684071,-121.7660579
5/9/2018,other,Watsonville,,36.90321592,-121.7671848
5/9/2018,other,Watsonville,,36.9011449,-121.7653977
5/9/2018,other,Watsonville,,36.90177643,-121.7645506
5/9/2018,other,Watsonville,,36.90171631,-121.7660896
5/9/2018,other,Watsonville,,36.90371146,-121.7613009
5/9/2018,other,Watsonville,,36.90408395,-121.7615705
5/9/2018,other,Watsonville,,36.90254672,-121.7625394
5/9/2018,other,Watsonville,,36.89937002,-121.7686007
5/9/2018,other,Watsonville,,36.90070217,-121.7692999
5/9/2018,other,Watsonville,,36.90545611,-121.7614533
5/9/2018,other,Watsonville,,36.9071341,-121.7613492
5/9/2018,other,Watsonville,,36.90651553,-121.7604694
5/9/2018,other,Watsonville,,36.90689893,-121.764959
5/9/2018,other,Watsonville,,36.90806015,-121.7650754
5/9/2018,other,Watsonville,,36.90473251,-121.7651222
5/9/2018,mulch,Watsonville,,36.89288154,-121.6628368
5/9/2018,mulch,Watsonville,,36.89316906,-121.6627469
5/9/2018,mulch,Watsonville,,36.89291874,-121.6632883
5/9/2018,mulch,Watsonville,,36.89333148,-121.6632462
5/9/2018,mulch,Watsonville,,36.89342554,-121.6637555
5/9/2018,mulch,Watsonville,,36.89312498,-121.6637232
5/9/2018,mulch,Watsonville,,36.89320856,-121.6641521
5/9/2018,mulch,Watsonville,,36.8934958,-121.6642193
5/9/2018,mulch,Watsonville,,36.89317077,-121.6645824
5/9/2018,mulch,Watsonville,,36.8935888,-121.664812
5/9/2018,mulch,Watsonville,,36.89327551,-121.6650835
5/9/2018,mulch,Watsonville,,36.89362511,-121.6651505
5/9/2018,mulch,Watsonville,,36.89373216,-121.6657005
5/9/2018,mulch,Watsonville,,36.89345267,-121.6657034
5/9/2018,mulch,Watsonville,,36.89348836,-121.6664034
5/9/2018,mulch,Watsonville,,36.89396545,-121.6667736
5/9/2018,mulch,Watsonville,,36.89378801,-121.6671578
5/9/2018,mulch,Watsonville,,36.89405369,-121.6672322
5/9/2018,mulch,Watsonville,,36.89369265,-121.6675015
5/9/2018,mulch,Watsonville,,36.89418283,-121.6678237
5/9/2018,mulch,Watsonville,,36.89389075,-121.6680129
5/9/2018,mulch,Watsonville,,36.89428731,-121.6684034
5/9/2018,mulch,Watsonville,,36.8939688,-121.6687527
5/9/2018,hoop,Watsonville,,36.88657812,-121.6658484
5/9/2018,hoop,Watsonville,,36.88604498,-121.6668285
5/9/2018,hoop,Watsonville,,36.88591245,-121.6675025
5/9/2018,hoop,Watsonville,,36.88566705,-121.6677465
5/9/2018,hoop,Watsonville,,36.88576481,-121.6684096
5/9/2018,hoop,Watsonville,,36.88599534,-121.6690611
5/9/2018,hoop,Watsonville,,36.88564884,-121.6692933
5/9/2018,hoop,Watsonville,,36.88611605,-121.6695047
5/9/2018,hoop,Watsonville,,36.88570942,-121.6696643
5/9/2018,hoop,Watsonville,,36.88627977,-121.6699426
5/9/2018,hoop,Watsonville,,36.88586053,-121.6700357
5/9/2018,hoop,Watsonville,,36.88548685,-121.6701683
5/9/2018,hoop,Watsonville,,36.88609697,-121.6702184
5/9/2018,hoop,Watsonville,,36.88637551,-121.6702845
5/9/2018,hoop,Watsonville,,36.88543033,-121.6705495
5/9/2018,hoop,Watsonville,,36.8866447,-121.6713824
5/9/2018,hoop,Watsonville,,36.88641187,-121.6709498
5/9/2018,hoop,Watsonville,,36.88637131,-121.6713996
5/9/2018,hoop,Watsonville,,36.886075,-121.6708507
5/9/2018,hoop,Watsonville,,36.88608638,-121.6713286
5/9/2018,hoop,Watsonville,,36.88562661,-121.6709047
5/9/2018,hoop,Watsonville,,36.88576431,-121.6713108
5/9/2018,hoop,Watsonville,,36.88886147,-121.6709473
5/9/2018,hoop,Watsonville,,36.88852079,-121.6710317
5/9/2018,hoop,Watsonville,,36.88803148,-121.6709586
5/9/2018,hoop,Watsonville,,36.88831392,-121.6712986
5/9/2018,hoop,Watsonville,,36.88748409,-121.6710416
5/9/2018,hoop,Watsonville,,36.88677653,-121.6719045
5/9/2018,hoop,Watsonville,,36.88662378,-121.6724791
5/9/2018,hoop,Watsonville,,36.88630041,-121.6718871
5/9/2018,hoop,Watsonville,,36.88607577,-121.6724869
5/9/2018,hoop,Watsonville,,36.88536498,-121.672856
5/9/2018,hoop,Watsonville,,36.88652115,-121.6732418
5/9/2018,hoop,Watsonville,,36.88492647,-121.6731232
5/9/2018,hoop,Watsonville,,36.88659953,-121.6739656
5/9/2018,hoop,Watsonville,,36.88535459,-121.6738303
5/9/2018,hoop,Watsonville,,36.88592595,-121.6744508
5/9/2018,other,Watsonville,,36.89113664,-121.6733219
5/9/2018,other,Watsonville,,36.89058577,-121.6733493
5/9/2018,other,Watsonville,,36.89057849,-121.6738491
5/9/2018,other,Watsonville,,36.89092758,-121.673761
5/9/2018,other,Watsonville,,36.89142933,-121.6733618
5/9/2018,other,Watsonville,,36.89067994,-121.6730043
5/9/2018,other,Watsonville,,36.89116664,-121.6721892
5/9/2018,other,Watsonville,,36.89143847,-121.6740811
5/9/2018,other,Watsonville,,36.8923193,-121.6732992
5/9/2018,other,Watsonville,,36.89189896,-121.6739717
5/9/2018,other,Watsonville,,36.89245156,-121.6739895
5/9/2018,other,Watsonville,,36.89193905,-121.6726623
5/9/2018,other,Watsonville,,36.89194515,-121.6731798
5/9/2018,other,Watsonville,,36.89252445,-121.670923
5/9/2018,other,Watsonville,,36.89295499,-121.6709774
5/9/2018,other,Watsonville,,36.89260507,-121.6732324
5/9/2018,other,Watsonville,,36.89316542,-121.6735761
5/9/2018,other,Watsonville,,36.89337194,-121.6732595
5/9/2018,other,Watsonville,,36.89371698,-121.6734514
5/9/2018,other,Watsonville,,36.8938723,-121.6737549
5/9/2018,other,Watsonville,,36.89392584,-121.6741259
5/9/2018,other,Watsonville,,36.89360966,-121.6739003
5/9/2018,other,Watsonville,,36.89428084,-121.6722625
5/9/2018,other,Watsonville,,36.89307745,-121.6722468
5/9/2018,other,Watsonville,,36.89407046,-121.6711986
5/9/2018,other,Watsonville,,36.8908975,-121.6707805
5/9/2018,other,Watsonville,,36.89093897,-121.6711735
5/9/2018,other,Watsonville,,36.89058353,-121.6712836
5/9/2018,other,Watsonville,,36.89056439,-121.6721942
5/9/2018,other,Watsonville,,36.89148167,-121.6724144
5/9/2018,other,Watsonville,,36.89166393,-121.672094
5/9/2018,other,Watsonville,,36.89105471,-121.6726291
11/19/2018,mulch,Oxnard,,34.19478027,-119.1459315
11/19/2018,mulch,Oxnard,,34.19470118,-119.1467506
11/19/2018,mulch,Oxnard,,34.19447454,-119.1429905
11/19/2018,mulch,Oxnard,,34.19489092,-119.1455397
11/19/2018,mulch,Oxnard,,34.19460101,-119.1455117
11/19/2018,mulch,Oxnard,,34.19426681,-119.1443764
11/19/2018,mulch,Oxnard,,34.19490694,-119.144467
11/19/2018,mulch,Oxnard,,34.19444265,-119.1438476
11/19/2018,mulch,Oxnard,,34.19463561,-119.147221
11/19/2018,mulch,Oxnard,,34.19445579,-119.1468882
11/19/2018,mulch,Oxnard,,34.19423284,-119.1455625
11/19/2018,mulch,Oxnard,,34.19432331,-119.144969
11/19/2018,mulch,Oxnard,,34.19466994,-119.1434109
11/19/2018,mulch,Oxnard,,34.19452581,-119.1446051
11/19/2018,mulch,Oxnard,,34.19493511,-119.1439285
11/19/2018,mulch,Oxnard,,34.19478945,-119.1428898
11/19/2018,mulch,Oxnard,,34.19468727,-119.1449349
11/19/2018,mulch,Oxnard,,34.19452582,-119.1464715
11/19/2018,mulch,Oxnard,,34.19495825,-119.1450023
11/19/2018,mulch,Oxnard,,34.19498425,-119.1472389
11/19/2018,mulch,Oxnard,,34.19450022,-119.1460851
11/19/2018,mulch,Oxnard,,34.19424455,-119.1431826
11/19/2018,mulch,Oxnard,,34.19493929,-119.1433605
11/19/2018,mulch,Oxnard,,34.19461179,-119.1441974
11/19/2018,mulch,Oxnard,,34.19493637,-119.1465165
4/1/2019,blackmulch,Oxnard,,34.15989259,-119.1271874
4/1/2019,blackmulch,Oxnard,,34.15979354,-119.1268231
4/1/2019,blackmulch,Oxnard,,34.16037134,-119.1269109
4/1/2019,blackmulch,Oxnard,,34.16107527,-119.1268946
4/1/2019,blackmulch,Oxnard,,34.16004753,-119.126549
4/1/2019,blackmulch,Oxnard,,34.16079078,-119.1273684
4/1/2019,blackmulch,Oxnard,,34.1601043,-119.1276118
4/1/2019,blackmulch,Oxnard,,34.16093822,-119.1265683
4/1/2019,blackmulch,Oxnard,,34.15966506,-119.1274935
4/1/2019,blackmulch,Oxnard,,34.16040826,-119.1273734
5/17/2019,mulch,Oxnard,,34.17434606,-119.1106146
5/17/2019,mulch,Oxnard,,34.17156597,-119.1111983
5/17/2019,mulch,Oxnard,,34.16313359,-119.1156739
5/17/2019,mulch,Oxnard,,34.17459042,-119.1102518
5/17/2019,mulch,Oxnard,,34.1718822,-119.1110325
5/17/2019,mulch,Oxnard,,34.17069051,-119.1111236
5/17/2019,mulch,Oxnard,,34.17129839,-119.1109177
5/17/2019,mulch,Oxnard,,34.17441834,-119.1117436
5/17/2019,mulch,Oxnard,,34.16303241,-119.1168636
5/17/2019,mulch,Oxnard,,34.16483469,-119.1159091
5/17/2019,mulch,Oxnard,,34.16390666,-119.1165378
5/17/2019,mulch,Oxnard,,34.16525979,-119.1168538
5/17/2019,mulch,Oxnard,,34.17358189,-119.1106686
5/17/2019,mulch,Oxnard,,34.17071634,-119.1106331
5/17/2019,mulch,Oxnard,,34.17028496,-119.1110584
5/17/2019,mulch,Oxnard,,34.17257373,-119.1115514
5/17/2019,mulch,Oxnard,,34.17249728,-119.1119592
5/17/2019,mulch,Oxnard,,34.1722865,-119.1112975
5/17/2019,mulch,Oxnard,,34.17168673,-119.1117933
5/17/2019,mulch,Oxnard,,34.17096696,-119.1112327
5/17/2019,mulch,Oxnard,,34.16435297,-119.116945
5/17/2019,mulch,Oxnard,,34.16289561,-119.1159684
5/17/2019,mulch,Oxnard,,34.16351488,-119.1173741
5/17/2019,mulch,Oxnard,,34.17038175,-119.1120115
5/17/2019,mulch,Oxnard,,34.16998117,-119.1119775
5/17/2019,mulch,Oxnard,,34.17305531,-119.1117654
5/17/2019,mulch,Oxnard,,34.17146429,-119.1115638
5/17/2019,mulch,Oxnard,,34.16386474,-119.1161048
5/17/2019,mulch,Oxnard,,34.1711054,-119.1119837
5/17/2019,mulch,Oxnard,,34.16444079,-119.1165606
5/17/2019,mulch,Oxnard,,34.16490779,-119.116597
5/17/2019,mulch,Oxnard,,34.1707433,-119.1120083
5/17/2019,mulch,Oxnard,,34.17233249,-119.1102801
5/17/2019,mulch,Oxnard,,34.17299939,-119.1102328
5/17/2019,mulch,Oxnard,,34.17303557,-119.1105782
5/17/2019,mulch,Oxnard,,34.17130637,-119.1105387
5/17/2019,mulch,Oxnard,,34.17406086,-119.1112988
5/17/2019,mulch,Oxnard,,34.1627008,-119.1172071
5/17/2019,mulch,Oxnard,,34.17502588,-119.1103997
5/17/2019,mulch,Oxnard,,34.17337514,-119.1103073
